index,Posit32 error,Float32 error,Matrix size,Random interval
0,1.4901161193847656e-08,7.152557373046875e-07,64,1.0
index,Posit32 error,Float32 error,Matrix size,Random interval
0,7.025916420388967e-05,0.0011229073570575565,64,1.0
index,Posit32 error,Float32 error,Matrix size,Random interval
0,7.194928184617311e-05,0.0011507055896800011,64,1.0
index,Posit32 error,Float32 error,Matrix size,Random interval
0,7.338445136314403e-05,0.001165317141105536,64,1.0
